0.0	6.18922927255
2.0	6.18922927255
4.0	6.18922927255
6.0	6.18922927255
8.0	6.18922927255
10.0	6.18922927255
12.0	6.18922927255
14.0	6.18922927255
16.0	6.18922927255
18.0	6.18922927255
20.0	6.18922927255
22.0	6.18922927255
24.0	6.18922927255
26.0	6.18922927255
28.0	6.18922927255
30.0	6.18922927255
32.0	6.18922927255
34.0	6.18922927255
36.0	6.18922927255
38.0	6.18922927255
40.0	6.18922927255
42.0	6.18922927255
44.0	6.18922927255
46.0	6.18922927255
48.0	6.18922927255
50.1	6.18922927255
52.1	6.18922927255
54.1	6.18922927255
